,Price,Year,Mileage,City,State,Vin,Make,Model,City Rank,State Rank,Vin Rank,Make Rank,Model Rank,Predicted Price
440,15995,2007,155041,Zephyrhills, FL,5TFRT54127X012361,Toyota,Tundra2WD,338,19,440,3,259,11510.8603000517
441,28965,2015,37364,Orland Park, IL,WBA3B5G50FNS14212,BMW,3,339,2,441,13,86,20178.674076738254
442,28986,2017,25164,Richmond, VA,1G4ZR5SS9HU121487,Buick,LaCrosseFWD,340,12,442,23,134,21144.360865875293
443,24994,2014,43944,Dartmouth, MA,1FTFX1EF7EFC23391,Ford,F-1504WD,341,21,443,4,52,19663.29610013962
444,24988,2016,22882,Roseville, CA,1N4AL3AP1GC111762,Nissan,Altima2.5,342,9,444,2,4,21209.679630621828
445,18999,2012,16785,Machesney Park, IL,1C4RDHAG2CC361190,Dodge,Durango2WD,343,2,445,19,260,21816.039366400728
446,18877,2015,20294,Washington, NJ,KL4CJBSB8FB079574,Buick,EncoreConvenience,344,20,446,23,261,21594.305217040925
447,25900,2011,57471,Stafford, VA,WP1AA2A28BLA04679,Porsche,CayenneAWD,345,12,447,24,206,18760.872938681416
448,33985,2016,47055,Columbus, GA,1FMJU2AT8GEF31534,Ford,Expedition4WD,55,1,448,4,262,19263.35472267631
449,49998,2015,30865,Frederick, MD,1GNSKCKCXFR178943,Chevrolet,Tahoe4WD,346,25,449,0,263,20821.58312453318
450,17888,2012,26741,Buford, GA,JN8AS5MV2CW379316,Nissan,RogueAWD,347,1,450,2,264,21097.135505499253
451,18977,2014,20043,Ripley, WV,1FAHP2E86EG121290,Ford,TaurusSEL,348,23,451,4,265,21620.5456503889
452,45995,2012,54306,Vacaville, CA,1GC1KXC85CF221460,Chevrolet,Silverado,349,9,452,0,5,18868.120262376644
453,13870,2016,41022,Bedford, OH,1C4NJCEB3GD664701,Jeep,CompassLatitude,134,4,453,1,266,19823.41483134648
454,21995,2014,18032,Fountain Hills, AZ,WMWZC3C58EWP28416,MINI,Cooper,350,18,454,28,153,21694.75726106362
455,22505,2013,13009,Carrollton, TX,JTHKD5BHXD2155550,Lexus,CT,232,6,455,8,130,21890.273465665046
456,35800,2014,27865,Crossville, TN,1C4BJWEG2EL202407,Jeep,Wrangler,351,13,456,1,1,20855.49096459032
457,14260,2014,47994,Front Royal, VA,KL4CJBSB2EB730387,Buick,EncoreConvenience,117,12,457,23,261,19271.733353718606
458,24980,2014,35364,Burbank, IL,JN1BV7AR5EM686152,INFINITI,Q50AWD,284,2,458,22,267,20422.28868204409
459,32977,2014,43817,Norwood, MA,1FTFW1EF2EFA22081,Ford,F-1504WD,34,21,459,4,52,19322.5631805331
460,26495,2014,42488,Suffolk, VA,5UXWX9C54E0D24790,BMW,X3xDrive28i,77,12,460,13,268,19640.441003898424
461,32500,2017,373,Delaware, OH,1G4ZP5SS5HU171731,Buick,LaCrosseFWD,352,4,461,23,134,23036.08248306009
462,14495,2013,50107,Castroville, TX,2C3CCAAG7DH713246,Chrysler,300300,353,6,462,7,269,19416.85210257481
463,11991,2010,68494,Montgomery, AL,2C3CA4CD5AH164054,Chrysler,3004dr,354,11,463,7,27,17844.507992728817
464,13935,2014,27099,NASHVILLE, TN,3FA6P0HD0ER305458,Ford,FusionSE,355,13,464,4,250,21123.671789926477
465,27369,2014,12175,Warner Robins, GA,1C4AJWAGXEL172395,Jeep,WranglerSport,54,1,465,1,270,21866.403372107012
466,21995,2010,63840,Bellingham, WA,WA1LKAFP0AA070590,Audi,Q5quattro,356,3,466,12,271,18382.50410931984
467,24490,2016,19405,Dallas, TX,1HGCR2F80GA099744,Honda,Accord,272,6,467,9,40,21457.618197334057
468,5590,2010,171022,Fredericksburg, VA,1FMEU7EE4AUA35217,Ford,Explorer4WD,223,12,468,4,32,10105.173381613944
469,21347,2014,55617,Cincinnati, OH,2FMDK4JC3EBB81284,Ford,EdgeSEL,65,4,469,4,46,18504.20304517964
470,14979,2015,27015,Renton, WA,JTKJF5C71FJ007754,Scion,tCAutomatic,357,3,470,30,272,21173.68225893555
471,20990,2013,73509,Daytona Beach, FL,2C4RC1GGXDR661280,Chrysler,Town,358,19,471,7,35,17534.801997621973
472,15997,2013,65379,Schoolcraft, MI,2G1FB3D36D9108394,Chevrolet,CamaroConvertible,359,22,472,0,273,18320.130439858192
473,8990,2012,77120,Tuscon, AZ,1FMCU0C75CKB31911,Ford,EscapeFWD,257,18,473,4,89,17175.019857241565
474,20891,2014,51557,BIXBY, OK,2C3CDXCT9EH350332,Dodge,ChargerRT,360,0,474,19,176,19285.394487875707
475,29995,2014,15901,Marietta, GA,2LMDJ6JK0EBL08633,Lincoln,MKX2WD,260,1,475,14,274,21875.38619190528
476,11000,2013,30514,Arcadia, FL,1C4NJCBBXDD223308,Jeep,CompassSport,361,19,476,1,72,20760.01629772147
477,47999,2015,47298,Katy, TX,1GKS1CKJ4FR565700,GMC,Yukon2WD,362,6,477,11,189,19630.399756009538
478,4500,2003,133287,Topeka, KS,1FMYU03193KC35562,Ford,Escape4dr,363,17,478,4,275,13206.384162457369
479,41659,2014,39424,Henderson, NV,1GNSCKE0XER210278,Chevrolet,Suburban2WD,80,32,479,0,276,19920.284686414714
480,20352,2014,78199,West Palm Beach, FL,1GKKRRKD0EJ114041,GMC,AcadiaFWD,298,19,480,11,181,17253.66412158999
481,24998,2013,56438,Apex, NC,5GAKVDKDXDJ202430,Buick,EnclavePremium,364,7,481,23,277,19011.311124134612
482,9999,2011,90715,Belle Plaine, MN,1G1ZD5E75BF370741,Chevrolet,Malibu4dr,365,8,482,0,278,16455.64749221793
483,11995,2008,116180,Warminster, PA,WVWKC71K08W067871,Volkswagen,R322dr,366,10,483,16,279,14543.991649667718
484,40995,2016,14685,Kansas City, KS,5TFAW5F18GX549611,Toyota,Tundra,367,17,484,3,58,21978.370189598758
485,32995,2015,35976,Covington, LA,5N1BA0ND5FN602580,Nissan,Armada2WD,81,33,485,2,280,20203.995701041138
486,29895,2014,60327,Great Neck, NY,5UXKR0C50E0H22941,BMW,X5xDrive35i,368,31,486,13,238,18722.218300196942
487,7495,2009,156600,LA HABRA, CA,1NXBU40E19Z023420,Toyota,Corolla4dr,369,9,487,3,12,11372.262024054662
488,8750,2011,59523,Hollywood, FL,JN8AS5MT8BW180395,Nissan,RogueFWD,213,19,488,2,281,18590.341835604522
489,13997,2017,33010,Knightdale, NC,5NPE24AF9HH448181,Hyundai,Sonata2.4L,271,7,489,21,282,20692.78627482846
490,21500,2015,34418,Bristol, TN,1C4PJMDB6FW650892,Jeep,CherokeeLimited,370,13,490,1,203,20633.394468303923
491,16990,2013,52763,Federal Way, WA,5XXGR4A68DG124939,Kia,OptimaSX,371,3,491,5,283,19317.502513761065
492,31999,2015,40221,Orlando, FL,4JGDA5HB4FA513204,Mercedes-Benz,M-ClassML350,51,19,492,6,284,19869.65806151863
493,16497,2015,24116,Aurora, IL,1G11C5SL3FF303496,Chevrolet,Malibu1LT,82,2,493,0,285,21101.901925948492
494,8999,2004,141345,Irving, TX,1FTPW14574KA83350,Ford,F-1504WD,372,6,494,4,52,12497.617990530394
495,29609,2013,43906,Durham, NC,1FTFW1ET7DFB40325,Ford,F-150SuperCrew,373,7,495,4,8,19776.639452129508
496,39990,2015,30332,Boise, ID,3GCUKTEC6FG353914,Chevrolet,Silverado,161,39,496,0,5,20538.951359450806
497,13474,2014,40652,West Palm Beach, FL,JM1GJ1V6XE1126401,Mazda,Mazda6Touring,298,19,497,15,38,19962.79879474212
498,13095,2013,79509,Phoenix, AZ,JN8AS5MV5DW126802,Nissan,RogueS,140,18,498,2,226,17020.9863264189
499,19318,2014,37445,Greenville, NC,1G4GB5GR3EF225071,Buick,LaCrosseFWD,132,7,499,23,134,20068.18463975421
500,17990,2014,66874,North Palm Beach, FL,3LN6L2JK6ER819045,Lincoln,MKZAWD,285,19,500,14,286,18199.755527771395
501,17514,2013,70224,Austin, TX,JF2GPAGC7D2900826,Subaru,XV,9,6,501,10,132,17478.644501746505
502,8975,2007,162622,Portsmouth, VA,1N6AD07W37C410378,Nissan,Frontier4WD,68,12,502,2,287,10768.74987063364
503,35983,2016,8209,Rogers, AR,JTEBU5JR5G5379058,Toyota,4Runner4WD,374,38,503,3,288,22684.720640556727
504,17000,2014,40642,Arlington, TX,WMWZB3C50EWR40620,MINI,Cooper,136,6,504,28,153,19862.2498199328
505,28492,2017,25369,Tempe, AZ,1GNKRGKD8HJ200550,Chevrolet,TraverseFWD,35,18,505,0,123,20876.838603851214
506,15290,2013,68712,Duluth, GA,WBA3B3C55DJ810804,BMW,3,375,1,506,13,86,18026.390247542586
507,22841,2017,9523,North Huntingdon, PA,JF2GPABC8HH228124,Subaru,Crosstrek2.0i,376,10,507,10,289,22608.216393043414
508,51295,2015,42562,Frisco, TX,1GKS2CKJ3FR225936,GMC,Yukon4WD,377,6,508,11,290,20145.15556544337
509,15980,2016,25153,Philadelphia, PA,JN8AF5MR3GT606379,Nissan,JUKES,201,10,509,2,33,21030.881650808577
510,22115,2012,48392,Jefferson City, MO,5FNYF4H55CB044686,Honda,Pilot4WD,378,24,510,9,224,19638.821404791568
511,10998,2016,33889,Lompoc, CA,KMHCT4AE9GU969056,Hyundai,AccentSE,379,9,511,21,252,20779.081096407266
512,18900,2016,81416,Fairfax, VA,5N1AR2MM0GC605319,Nissan,PathfinderS,380,12,512,2,15,17084.139166426714
513,14330,2008,144143,Tampa, FL,WDDNG71X28A162729,Mercedes-Benz,S-Class4dr,273,19,513,6,291,12433.154417316344
514,8675,2008,114000,Clinton, NC,1G6DV57V280196880,Cadillac,CTS4dr,381,7,514,25,292,14803.18250245407
515,13390,2014,59265,Chattanooga, TN,1N4AL3AP7EC156654,Nissan,Altima2.5,382,13,515,2,4,18703.47691225776
516,27998,2014,31779,Reading, PA,1C4RJFBG5EC462920,Jeep,Grand,212,10,516,1,42,20555.209029190675
517,10500,2007,137312,Orlando, FL,1GNFC13J37R106659,Chevrolet,Tahoe2WD,51,19,517,0,95,12509.417630299838
518,46500,2014,49348,Grapevine, TX,1FTFW1R69EFC92094,Ford,F-1504WD,308,6,518,4,52,19387.11661764078
519,48988,2016,36679,Daphne, AL,1GNSCCKC0GR326614,Chevrolet,Tahoe2WD,383,11,519,0,95,20475.4456891093
520,14000,2014,14071,Verona, NJ,1G1PC5SB7E7142340,Chevrolet,Cruze1LT,384,20,520,0,56,22102.417677137146
521,3995,2000,171422,Bethlehem, PA,5TENL42N7YZ700686,Toyota,Tacoma2WD,385,10,521,3,219,10431.597370642667
522,14998,2009,109309,Auburn, WA,3GCEK13359G128285,Chevrolet,Silverado,96,3,522,0,5,14601.736758454539
523,14395,2015,12699,Dayton, OH,3GNCJKSB6FL246171,Chevrolet,TraxFWD,386,4,523,0,170,22308.712531441975
524,23980,2013,48568,Katy, TX,5UXZV4C51D0B03605,BMW,X5xDrive35i,362,6,524,13,238,19656.70415490109
525,14995,2011,79048,Las Vegas, NV,5J8TB2H59BA005876,Acura,RDXFWD,195,32,525,31,293,17216.519912968593
526,33495,2017,18189,Orland Park, IL,JF1VA2V64H9811597,Subaru,WRXSTI,339,2,526,10,294,21965.532958293883
527,5995,2006,214006,Fresno, CA,1HGCM66826A030428,Honda,Accord,387,9,527,9,40,7223.8767327526875
528,9525,2007,104802,Murrysville, PA,JTMBK32V676014683,Toyota,RAV44WD,388,10,528,3,43,15323.77391220297
529,22990,2011,83026,Englewood, CO,5TFUY5F16BX175967,Toyota,Tundra,389,14,529,3,58,16993.538547965392
530,41372,2017,12992,Plano, TX,5UXWZ7C58H0V84819,BMW,X3sDrive28i,170,6,530,13,295,22148.094483030898
531,11495,2009,120016,Albuquerque, NM,5NMSH13E09H299694,Hyundai,Santa,390,42,531,21,64,14247.813764180193
532,38999,2014,40829,Puyallup, WA,1C4BJWFG8EL187779,Jeep,Wrangler,8,3,532,1,1,19632.89902755455
533,45995,2013,55623,Sioux Falls, SD,3C6UR5PL2DG570935,Ram,2500Laramie,150,37,533,20,296,18935.161613199816
534,4900,1999,141661,Stafford, VA,JT6HF10U5X0071769,Lexus,RX,345,12,534,8,164,12561.438186648478
535,17497,2016,2321,Tempe, AZ,WVWKP7AU8GW914356,Volkswagen,e-GolfSE,35,18,535,16,297,22771.603158815447
536,13995,2015,26225,San Marcos, TX,1C3CCCAB7FN690089,Chrysler,200Limited,256,6,536,7,143,21153.166553057137
537,10990,2015,52793,McHenry, IL,1G1PA5SHXF7229113,Chevrolet,CruzeLS,391,2,537,0,158,19368.904830019423
538,22992,2014,27914,VIRGINIA BEACH, VA,WDDGF8AB4ER307997,Mercedes-Benz,C-ClassC300,392,12,538,6,120,21175.837252295707
539,36995,2014,31757,Brentwood, TN,1C4BJWEG4EL159821,Jeep,Wrangler,393,13,539,1,1,20804.54704637178
540,24750,2014,22251,Louisville, KY,1C4RJFAG4EC544963,Jeep,Grand,173,15,540,1,42,21265.275465272713
541,10499,2016,42518,Keyport, NJ,KNADM4A38G6593486,Kia,RioSedan,394,20,541,5,298,20260.674654305552
542,14500,2014,31101,Old Hickory, TN,4T4BF1FK8ER343517,Toyota,CamryLE,395,13,542,3,126,20957.032158670812
543,29750,2014,47807,Bellerose, NY,5TDDKRFH2ES011910,Toyota,HighlanderAWD,396,31,543,3,115,19717.11149302877
544,28995,2012,40880,Keizer, OR,3GTP1VE05CG302742,GMC,Sierra,397,28,544,11,45,20159.252793395128
545,31999,2015,25176,El Paso, TX,1GNKRGKD3FJ317823,Chevrolet,Traverse1LT,398,6,545,0,299,21546.896817720015
546,30990,2015,30223,Aurora, MO,1GCGTCE37F1191638,Chevrolet,ColoradoCrew,82,24,546,0,85,20618.102165638615
547,8995,2011,106180,Sanford, FL,4A32B3FF8BE018717,Mitsubishi,Galant4dr,183,19,547,34,300,15246.225369126834
548,15998,2013,52465,Centennial, CO,5XYKTDA25DG314539,Kia,SorentoLX,399,14,548,5,34,19313.830495754046
549,28102,2016,4208,Frisco, TX,1N4AA6AP5GC424627,Nissan,MaximaSR,377,6,549,2,192,23011.312514227455
550,40000,2015,30147,Fort Smith, AR,3GTU2VEC8FG139082,GMC,Sierra,400,38,550,11,45,21003.70164219543
551,16995,2007,97125,San Diego, CA,3GNFK12307G215912,Chevrolet,Avalanche4WD,131,9,551,0,301,15815.346309318835
552,41588,2015,33295,Conroe, TX,2C3CDXEJ6FH778114,Dodge,ChargerSRT,269,6,552,19,302,20802.762648844157
553,11990,2015,44837,Miami, FL,5NPE24AF6FH244130,Hyundai,Sonata4dr,95,19,553,21,182,19642.413058671562
554,8490,2013,57933,Laurel, MD,1FADP3F24DL182433,Ford,FocusSedan,401,25,554,4,210,19059.05526322102
555,16333,2017,38044,Roselle, IL,1G1ZE5ST9HF112276,Chevrolet,MalibuLT,42,2,555,0,303,20193.32004556349
556,24488,2015,37809,Goldsboro, NC,1C4AJWAG2FL751950,Jeep,WranglerSport,115,7,556,1,270,20258.8477656489
557,12995,2011,90140,Show Low, AZ,5XYZK4AG1BG038385,Hyundai,Santa,402,18,557,21,64,16551.409478243862
558,27951,2012,45093,Libertyville, IL,JTEBU5JR7C5090824,Toyota,4Runner4WD,403,2,558,3,288,20067.24350483252
559,22380,2014,33600,Bloomfield, NJ,5N1AT2MV1EC788267,Nissan,RogueSL,175,20,559,2,190,20582.436957559075
560,15488,2015,13344,Somerville, NJ,1FADP3J25FL321415,Ford,FocusSedan,29,20,560,4,210,21926.5918092721
561,16000,2015,19652,Ronan, MT,19XFB2F8XFE290941,Honda,Civic,404,43,561,9,19,21790.68894397175
562,27998,2014,45370,Hingham, MA,1C4RJFBG6EC477880,Jeep,Grand,405,21,562,1,42,19894.767539115463
563,25995,2016,23466,Fort Worth, TX,5J6RM3H99GL012957,Honda,CR-VTouring,289,6,563,9,304,21591.49895638397
564,7309,2012,83693,Russellville, KY,1C3CDZCB9CN221157,Dodge,Avenger4dr,406,15,564,19,305,17241.94625004503
565,4950,2009,216488,Stafford, TX,JN8AS58T99W323083,Nissan,RogueFWD,345,6,565,2,281,7285.552807613819
566,7995,2002,95396,Tampa, FL,2B5WB35Y82K111944,Dodge,Ram,273,19,566,19,306,16107.539568468801
567,16733,2017,34233,Pensacola, FL,1G1ZE5ST4HF109379,Chevrolet,MalibuLT,241,19,567,0,303,20753.579099642164
568,12998,2012,62865,Austin, TX,4T1BD1FK3CU053652,Toyota,Camry,9,6,568,3,307,18293.6572286899
569,13295,2013,65051,Pelham, AL,2C4RDGBG3DR515682,Dodge,Grand,13,11,569,19,42,17950.497123160112
570,33989,2015,31991,Cerritos, CA,JTHBE1BL5FA000326,Lexus,GS,302,9,570,8,141,20858.474082076667
571,26500,2014,57912,GRIFFIN, GA,5GAKRBKD2EJ142296,Buick,EnclaveLeather,407,1,571,23,70,19009.58662417256
572,11250,2013,48313,Colville, WA,1C3CDFAHXDD215266,Dodge,DartAero,408,3,572,19,308,19893.087490349786
573,13991,2016,45652,Topeka, KS,1C4NJCBA7GD743574,Jeep,CompassSport,363,17,573,1,72,19889.23996002817
574,14975,2015,28646,Shelbyville, KY,1HGCR2F36FA037042,Honda,Accord,409,15,574,9,40,21173.517559162003
575,2900,2002,222255,Bloomingdale, NJ,JHLRD78832C055691,Honda,CR-V4WD,410,20,575,9,106,6757.086968709311
576,23891,2014,45932,Little Ferry, NJ,1C4RJFBG7EC505699,Jeep,Grand,411,20,576,1,42,19891.718560559315
577,16785,2017,12706,Gainesville, FL,ZACCJABB1HPE50132,Jeep,RenegadeLatitude,412,19,577,1,309,22588.74285640697
578,14920,2013,49005,White Plains, NY,2C4RC1BG5DR767871,Chrysler,Town,413,31,578,7,35,19656.556879017386
579,7995,2011,36407,Kahului, HI,1C3BC2EBXBN575755,Chrysler,2002dr,53,27,579,7,310,20325.5982890367
580,13855,2016,25409,Mendon, MA,1FADP3N20GL332642,Ford,FocusHatchback,243,21,580,4,18,21212.156901306666
581,31500,2015,23559,Whippany, NJ,JTHBW1GG5F2080875,Lexus,ES,414,20,581,8,51,21580.620147446858
582,15495,2014,60359,Scottsdale, AZ,JF2SJAEC9EH463263,Subaru,Forester2.5i,415,18,582,10,20,18825.81854890865
583,18969,2015,4053,Findlay, OH,1N4AL3AP9FC188670,Nissan,Altima2.5,416,4,583,2,4,22994.159510979778
584,14750,2013,31423,Auburn, MA,WVWBP7AN6DE567524,Volkswagen,CC4dr,96,21,584,16,311,20781.732362437393
585,23197,2014,23730,Carrolton, TX,JN1BV7AP1EM682839,INFINITI,Q50RWD,417,6,585,22,312,21767.138345311494
586,13400,2012,85171,Augusta, KS,1FMCU9DGXCKA50325,Ford,Escape4WD,418,17,586,4,148,17076.933656306013
587,18000,2014,41584,Milford, CT,2C4RC1BG5ER336397,Chrysler,Town,174,26,587,7,35,19935.851343454768
588,21995,2006,139983,Sneads Ferry, NC,1FTSX21P16EC76680,Ford,Super,419,7,588,4,68,12899.830773996677
589,7995,2010,126166,Highland Springs, VA,2B3CA4CV8AH258371,Dodge,Charger4dr,420,12,589,19,313,14155.51930181553
590,17598,2010,111169,Littleton, CO,1FTFW1EV6AFD55885,Ford,F-1504WD,421,14,590,4,52,15070.851353219688
591,9999,2010,78760,Harvey, IL,1HGCP2F77AA106192,Honda,Accord,422,2,591,9,40,17463.537949459995
592,13480,2011,100911,Pacoima, CA,1GCSGAFX1B1124886,Chevrolet,Express,423,9,592,0,77,15866.059547119707
593,16500,2011,63297,Waterford, MI,1FTNE1EW9BDA24917,Ford,Econoline,424,22,593,4,314,18834.683428826498
594,36995,2014,13531,Loveland, CO,WDDKJ8JBXEF258783,Mercedes-Benz,E-ClassE350,425,14,594,6,220,22482.278049453445
595,32494,2016,16748,Riverside, CA,5LMCJ3C99GUJ20140,Lincoln,MKCFWD,295,9,595,14,315,22176.30647176407
596,15420,2016,19984,Rapid City, SD,1FADP3N2XGL346029,Ford,FocusHatchback,426,37,596,4,18,21880.589392555117
597,18493,2016,6469,Lindon, UT,2HKRM4H47GH656851,Honda,CR-VSE,265,5,597,9,316,22904.07177474005
598,25500,2014,73158,East Wenatchee, WA,5FNYF4H72EB011018,Honda,PilotEX-L,427,3,598,9,233,18088.879249267127
599,3500,2003,118287,Lomita, CA,YV1RS58D232277158,Volvo,S604dr,428,9,599,17,317,14699.076369827226
600,31793,2015,32965,Elmhurst, IL,1C6RR7NG7FS500110,Ram,"1500Laramie,",102,2,600,20,318,20735.848832674354
601,38600,2017,31099,Greensboro, NC,1FMJK1KT7HEA07730,Ford,Expedition,328,7,601,4,319,21181.69650532109
602,13500,2013,66907,Salt Lake City, UT,5TFNX4CN3DX021289,Toyota,TacomaRegular,429,5,602,3,320,18618.036823815488
603,3195,1999,123273,Bethlehem, PA,1MEFM53S4XG654699,Mercury,Sable4dr,385,10,603,33,321,14246.28007913078
604,11987,2012,123209,Columbia, PA,1FAHP2KT4CG137168,Ford,Taurus4dr,430,10,604,4,138,14308.075830138529
605,16500,2012,88992,Austin, TX,1C6RD6GP5CS135587,Ram,15002WD,9,6,605,20,241,16392.84949987133
606,12500,2014,43345,Delray Beach, FL,3VWD07AJ2EM432740,Volkswagen,Jetta,431,19,606,16,166,20269.654892860774
607,14950,2010,50640,Yorksville, NY,WDDGF8BB7AR114607,Mercedes-Benz,C-Class4dr,432,31,607,6,257,19759.86059929124
608,16750,2014,35546,Louisville, KY,2GKALREK8E6295846,GMC,TerrainFWD,173,15,608,11,90,20469.11374517152
609,25990,2017,13202,West Valley, UT,1N6AD0EV3HN747701,Nissan,FrontierCrew,433,5,609,2,322,22658.17217471472
610,11750,2015,52112,Old Hickory, TN,1C4NJCBB5FD152652,Jeep,CompassSport,395,13,610,1,72,19522.436475621613
611,34100,2014,37920,San Juan Capistrano, CA,5TFFY5F19EX158206,Toyota,Tundra,434,9,611,3,58,20602.71709647733
612,26995,2016,20518,Oklahoma City, OK,1C6RR6GT2GS355161,Ram,"1500SLT,",0,0,612,20,128,21422.38976242585
613,9955,2014,72779,Prattville, AL,1C3CCBAG1EN132114,Chrysler,200Sedan,435,11,613,7,323,18229.02889802928
614,22999,2015,49258,Conway, AR,5XXGR4A62FG408487,Kia,OptimaSX,436,38,614,5,283,19956.260489600856
615,18851,2014,75921,Richardson, TX,2FMDK3K93EBA82851,Ford,EdgeLimited,437,6,615,4,324,18003.543609796503
616,9488,2011,98660,Clarksville, TN,JTDKN3DU9B1340981,Toyota,Prius5dr,438,13,616,3,325,16293.12560439581
617,8000,2009,76873,Las Vegas, NV,3FAHP07Z19R213223,Ford,Fusion4dr,195,32,617,4,326,17584.00745603879
618,11490,2007,57874,Saint Peters, MO,1G2MB35B57Y106984,Pontiac,Solstice2dr,439,24,618,18,327,19278.709755513715
619,23899,2016,23442,Winchester, KY,1GCGSBEA9G1308066,Chevrolet,ColoradoCrew,440,15,619,0,85,21741.85706689442
620,42984,2016,24560,Warrenton, VA,1FTEW1EF6GFD35374,Ford,F-1504WD,441,12,620,4,52,21637.563145110238
621,35688,2015,22718,Madison, TN,1C4BJWEG4FL596719,Jeep,Wrangler,209,13,621,1,1,21435.32594046798
622,22000,2015,74136,Elk River, MN,2FMTK4J86FBC18112,Ford,EdgeSEL,442,8,622,4,46,17957.88233040891
623,11599,2008,134895,Centennial, CO,WA1AY74L28D041934,Audi,Q7quattro,399,14,623,12,328,13548.324103942483
624,17990,2016,52135,Green Bay, WI,2C4RDGCG0GR275252,Dodge,Grand,443,16,624,19,42,19601.39628202474
625,51977,2014,67167,Carrollton, TX,SALWR2TF3EA350356,Land,Rover,232,6,625,26,83,18235.064226967093
626,15000,2014,23793,Chester, PA,1FADP5AU6EL508657,Ford,C-Max,444,10,626,4,329,21899.652380306492
627,31931,2017,5542,Macomb, MI,4S4BSANC0H3322641,Subaru,Outback2.5i,445,22,627,10,330,23288.277916615272
628,16985,2015,16951,Roslyn, PA,19VDE1F33FE006152,Acura,ILX5-Speed,446,10,628,31,331,22426.827683088122
629,19888,2015,26116,Cerritos, CA,19VDE1F35FE008971,Acura,ILX5-Speed,302,9,629,31,331,21569.623231976184
630,17634,2015,37992,Savannah, TN,2GKALMEK3F6207645,GMC,TerrainFWD,15,13,630,11,90,20148.91365332974
631,12189,2013,51993,Arden, NC,1G11E5SA7DF346325,Chevrolet,Malibu2LT,447,7,631,0,332,19818.161193777352
632,13823,2009,158147,Klamath Falls, OR,1GKFK23079R203945,GMC,Yukon4WD,448,28,632,11,290,11891.721745985742
633,25700,2016,20444,Delray Beach, FL,1FA6P8CF7G5205161,Ford,MustangFastback,431,19,633,4,333,22171.910498546968
634,20988,2007,73505,Las Vegas, NV,5TFRV54117X015763,Toyota,Tundra2WD,195,32,634,3,259,17798.99544630985
635,12495,2011,41300,Naugatuck, CT,2CNFLEEC6B6269210,Chevrolet,EquinoxAWD,38,26,635,0,10,19841.353312907177
636,40798,2015,38092,Springfield, NJ,5UXKR0C57F0K59307,BMW,X5xDrive35i,119,20,636,13,238,20398.26885577353
637,26995,2016,11500,Honolulu, HI,19UDE2F34GA013338,Acura,ILXAutomatic,449,27,637,31,334,22868.517254532824
638,15500,2016,16027,Orlando, FL,JA4AP3AU9GZ042234,Mitsubishi,Outlander,51,19,638,34,335,22035.85859420149
639,13750,2015,42355,Nashville, NC,1G1PE5SB1F7219148,Chevrolet,Cruze2LT,101,7,639,0,3,19886.94957715131
640,12500,2016,11874,St. Louis, MO,KNADM5A36G6597252,Kia,Rio5-door,450,24,640,5,336,22848.488096286183
641,36991,2014,41821,Scottsdale, AZ,3GCUKSEC6EG232115,Chevrolet,Silverado,415,18,641,0,5,20317.218681492457
642,16500,2014,45008,Long Beach, CA,3FA6P0PU5ER379136,Ford,Fusion,451,9,642,4,103,20202.385299997
643,11445,2014,39594,Miamisburg, OH,5NPDH4AE1EH476957,Hyundai,ElantraSE,452,4,643,21,175,20661.6909822858
644,21999,2014,25004,Greensboro, NC,1G4GB5G33EF169631,Buick,LaCrosseFWD,328,7,644,23,134,21557.489027389704
645,22971,2014,26435,Baytown, TX,1GNKRFED7EJ149138,Chevrolet,TraverseLS,453,6,645,0,337,21763.069652329563
646,14499,2014,25110,Santa Ana, CA,JTDKN3DU0E0365519,Toyota,PriusTwo,454,9,646,3,338,21865.825043786943
647,10595,2015,71383,Downey, CA,3N1CE2CP6FL357670,Nissan,Versa,455,9,647,2,11,18207.018077757
648,22850,2011,31115,Kansas City, KS,1GNKRJED3BJ187366,Chevrolet,TraverseFWD,367,17,648,0,123,21122.247320617287
649,15799,2012,68876,Bel Air, MD,2GNALPEK2C6391976,Chevrolet,EquinoxFWD,456,25,649,0,9,18366.100427206595
650,17999,2016,56086,Cape Girardeau, MO,1FMCU9GX7GUB61534,Ford,Escape4WD,457,24,650,4,148,19464.35088178249
651,44700,2014,7919,Willoughby, OH,WDDKK5KF7EF273514,Mercedes-Benz,E-ClassE350,458,4,651,6,220,23064.91511667434
652,10665,2013,60032,Boardman, OH,2G1WA5E31D1195925,Chevrolet,ImpalaLS,459,4,652,0,101,19109.66758499005
653,15999,2011,65758,Garland, TX,1D7RB1CT4BS709878,Ram,15002WD,460,6,653,20,241,18775.29764397542
654,32500,2014,37316,Bonner Springs, KS,1GKKVTKD5EJ322327,GMC,AcadiaAWD,461,17,654,11,225,20904.472974788838
655,29900,2014,46999,Rockwall, TX,WBA1J7C50EVW84444,BMW,2,188,6,655,13,339,19932.405590994727
656,7495,2007,129684,Sacramento, CA,JN8AZ08W17W639065,Nissan,MuranoAWD,462,9,656,2,21,13842.43225930391
657,21980,2012,33219,Merriam, KS,JTHCF5C26C5059288,Lexus,IS,463,17,657,8,162,21147.746123792662
658,30995,2014,48601,Warrensburg, MO,3GCUKREC7EG406251,Chevrolet,Silverado,464,24,658,0,5,19915.185833732023
